               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 455,            0.010272,           0.0042984,          0.00056615,              0.9976,             0.99576,             0.99431,             0.91704,           0.0056294,           0.0020478,          0.00013769,           0.0010108,           0.0010108,           0.0010108
                 456,            0.010085,           0.0043451,          0.00043493,             0.99761,             0.99577,             0.99431,             0.91662,           0.0056295,           0.0020482,          0.00013762,            0.000991,            0.000991,            0.000991
                 457,             0.01032,           0.0043537,          0.00063782,             0.99763,             0.99578,             0.99431,             0.91685,           0.0056314,           0.0020486,          0.00013757,           0.0009712,           0.0009712,           0.0009712
                 458,            0.010411,           0.0043523,          0.00079981,             0.99762,             0.99581,             0.99431,             0.91635,           0.0056324,           0.0020487,          0.00013729,           0.0009514,           0.0009514,           0.0009514
                 459,            0.010391,           0.0042508,          0.00057252,             0.99761,             0.99583,             0.99431,             0.91652,           0.0056334,            0.002049,          0.00013749,           0.0009316,           0.0009316,           0.0009316
                 460,            0.010351,           0.0044678,          0.00059652,             0.99762,             0.99585,             0.99431,               0.917,           0.0056342,           0.0020492,          0.00013707,           0.0009118,           0.0009118,           0.0009118
                 461,           0.0098485,           0.0043133,          0.00051714,             0.99761,             0.99588,             0.99431,             0.91721,           0.0056329,           0.0020492,          0.00013722,            0.000892,            0.000892,            0.000892
                 462,            0.010037,           0.0042587,          0.00084555,             0.99762,             0.99589,             0.99431,             0.91674,           0.0056348,           0.0020499,          0.00013681,           0.0008722,           0.0008722,           0.0008722
                 463,            0.010015,           0.0043786,          0.00066904,             0.99764,              0.9959,             0.99431,             0.91673,           0.0056346,           0.0020501,          0.00013701,           0.0008524,           0.0008524,           0.0008524
                 464,           0.0098849,           0.0043317,          0.00066206,             0.99763,             0.99592,             0.99431,             0.91697,           0.0056363,           0.0020505,          0.00013669,           0.0008326,           0.0008326,           0.0008326
                 465,           0.0099812,            0.004369,          0.00092974,             0.99764,             0.99594,             0.99431,             0.91709,            0.005636,           0.0020509,          0.00013669,           0.0008128,           0.0008128,           0.0008128
                 466,           0.0098311,           0.0042778,          0.00049567,             0.99765,             0.99596,             0.99431,             0.91734,           0.0056366,           0.0020513,          0.00013645,            0.000793,            0.000793,            0.000793
                 467,            0.010039,           0.0041955,          0.00063434,             0.99766,             0.99596,             0.99432,             0.91707,           0.0056372,           0.0020516,          0.00013656,           0.0007732,           0.0007732,           0.0007732
                 468,            0.010197,           0.0041847,          0.00064856,             0.99766,             0.99596,             0.99432,             0.91658,           0.0056376,           0.0020519,           0.0001364,           0.0007534,           0.0007534,           0.0007534
                 469,            0.010283,           0.0042994,          0.00050234,             0.99767,             0.99596,             0.99432,             0.91742,           0.0056377,           0.0020522,          0.00013616,           0.0007336,           0.0007336,           0.0007336
                 470,           0.0097748,           0.0043415,          0.00039258,             0.99765,             0.99597,             0.99432,             0.91706,           0.0056375,           0.0020527,          0.00013602,           0.0007138,           0.0007138,           0.0007138
                 471,             0.01011,           0.0043808,          0.00056598,             0.99768,             0.99597,             0.99432,             0.91689,           0.0056377,           0.0020533,          0.00013601,            0.000694,            0.000694,            0.000694
                 472,            0.010138,            0.004464,          0.00054836,             0.99768,             0.99597,             0.99432,             0.91703,           0.0056382,           0.0020534,          0.00013555,           0.0006742,           0.0006742,           0.0006742
                 473,           0.0098543,           0.0042489,          0.00050061,              0.9977,             0.99597,             0.99432,             0.91702,           0.0056395,           0.0020539,           0.0001355,           0.0006544,           0.0006544,           0.0006544
                 474,           0.0099386,           0.0042068,          0.00056966,              0.9977,             0.99597,             0.99432,             0.91695,           0.0056403,           0.0020544,          0.00013538,           0.0006346,           0.0006346,           0.0006346
                 475,            0.010049,            0.004244,          0.00046354,             0.99769,             0.99598,             0.99432,             0.91655,            0.005639,           0.0020549,          0.00013543,           0.0006148,           0.0006148,           0.0006148
                 476,           0.0098866,           0.0043098,          0.00065765,             0.99769,             0.99598,             0.99433,             0.91662,           0.0056405,           0.0020552,          0.00013528,            0.000595,            0.000595,            0.000595
                 477,           0.0096648,           0.0041879,            0.000562,              0.9977,             0.99599,             0.99433,              0.9167,           0.0056413,           0.0020557,          0.00013502,           0.0005752,           0.0005752,           0.0005752
                 478,            0.010049,           0.0043466,          0.00054236,             0.99772,             0.99598,             0.99433,             0.91685,           0.0056394,           0.0020561,          0.00013537,           0.0005554,           0.0005554,           0.0005554
                 479,            0.009761,           0.0041564,          0.00057078,             0.99773,             0.99598,             0.99433,             0.91655,           0.0056414,           0.0020566,          0.00013521,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0094939,           0.0040314,           0.0004608,             0.99774,             0.99598,             0.99433,             0.91679,           0.0056426,           0.0020572,          0.00013525,           0.0005158,           0.0005158,           0.0005158
                 481,           0.0099602,           0.0043045,          0.00063869,             0.99772,             0.99599,             0.99433,             0.91689,           0.0056419,           0.0020572,          0.00013523,            0.000496,            0.000496,            0.000496
                 482,           0.0094757,           0.0042307,          0.00042247,             0.99773,             0.99599,             0.99433,             0.91715,           0.0056431,            0.002058,          0.00013484,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0099656,           0.0042339,          0.00065036,             0.99773,               0.996,             0.99433,             0.91718,           0.0056429,           0.0020584,          0.00013481,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0097657,           0.0041923,          0.00057455,             0.99772,               0.996,             0.99433,             0.91703,           0.0056422,           0.0020587,          0.00013514,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0095159,           0.0041505,          0.00035122,             0.99773,             0.99601,             0.99433,             0.91673,           0.0056427,           0.0020593,          0.00013507,           0.0004168,           0.0004168,           0.0004168
                 486,           0.0098997,           0.0042095,          0.00040596,             0.99774,             0.99602,             0.99434,             0.91653,           0.0056436,           0.0020596,          0.00013483,            0.000397,            0.000397,            0.000397
                 487,           0.0098513,           0.0041221,          0.00046363,             0.99775,             0.99602,             0.99434,             0.91603,           0.0056433,           0.0020602,          0.00013492,           0.0003772,           0.0003772,           0.0003772
                 488,           0.0096843,           0.0042185,          0.00053164,             0.99776,             0.99603,             0.99434,              0.9165,           0.0056427,           0.0020604,          0.00013468,           0.0003574,           0.0003574,           0.0003574
                 489,           0.0097742,            0.004055,          0.00048033,             0.99777,             0.99604,             0.99434,              0.9165,           0.0056441,           0.0020609,          0.00013472,           0.0003376,           0.0003376,           0.0003376
                 490,           0.0093364,           0.0042617,          0.00049392,             0.99775,             0.99606,             0.99434,             0.91647,           0.0056437,           0.0020614,          0.00013471,           0.0003178,           0.0003178,           0.0003178
                 491,           0.0093784,           0.0042103,          0.00042307,             0.99775,             0.99606,             0.99435,             0.91651,           0.0056425,           0.0020618,          0.00013417,            0.000298,            0.000298,            0.000298
                 492,           0.0096523,           0.0042337,          0.00060556,             0.99776,             0.99603,             0.99435,             0.91649,           0.0056433,           0.0020621,          0.00013419,           0.0002782,           0.0002782,           0.0002782
                 493,            0.009645,           0.0041607,          0.00061292,             0.99775,             0.99605,             0.99435,             0.91639,           0.0056437,           0.0020624,           0.0001339,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0093993,           0.0041261,          0.00039118,             0.99775,             0.99607,             0.99435,             0.91666,           0.0056444,            0.002063,          0.00013385,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0096793,           0.0041342,           0.0004071,             0.99774,             0.99608,             0.99435,             0.91714,           0.0056435,           0.0020635,          0.00013395,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0094046,           0.0041165,          0.00037361,             0.99773,             0.99611,             0.99436,             0.91684,           0.0056436,            0.002064,          0.00013344,            0.000199,            0.000199,            0.000199
                 497,           0.0095463,           0.0042733,          0.00035197,             0.99774,             0.99608,             0.99436,             0.91693,           0.0056438,           0.0020647,          0.00013352,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0095556,            0.004138,          0.00051947,             0.99773,             0.99611,             0.99436,             0.91705,           0.0056444,            0.002065,          0.00013322,           0.0001594,           0.0001594,           0.0001594
                 499,           0.0093577,           0.0041985,          0.00044309,             0.99774,             0.99612,             0.99436,             0.91711,           0.0056445,           0.0020654,          0.00013351,           0.0001396,           0.0001396,           0.0001396
